a_lua_i,e_lua_i,M0,inc_lua_i,status,dist_min,t_periapsis,dentro_alerta,dentro_hill,dentro_forte
1.45,0.45,180,20,ESTAVEL,0.002842539832820384,12857.439634694776,True,True,True
1.45,0.45,225,0,COLISAO,4.261303114525887e-05,17711.48659172834,True,True,True
1.45,0.45,225,10,ESTAVEL,0.00046231503702025647,43342.606103248116,True,True,True
1.45,0.45,225,20,ESTAVEL,0.008477896129681103,12699.713522237937,True,True,False
1.45,0.45,270,0,COLISAO,0.0006242117043495784,11562.767339561,True,True,True
1.45,0.45,270,10,ESTAVEL,0.002843474846665498,26701.260809333427,True,True,True
1.45,0.45,270,20,ESTAVEL,0.004835340113233772,35871.16004664212,True,True,True
1.45,0.45,315,0,COLISAO,4.373800985214104e-05,4719.171384280943,True,True,True
1.45,0.45,315,10,ESTAVEL,0.0027811997764526568,11526.474053117727,True,True,True
1.45,0.45,315,20,ESTAVEL,0.0045885474411036225,10277.997360347586,True,True,True
1.45,0.5,0,0,COLISAO,0.00010687011826523864,8277.953735956624,True,True,True
1.45,0.5,0,10,ESTAVEL,0.0021755342628110457,8385.888718898394,True,True,True
1.45,0.5,0,20,ESTAVEL,0.0010808412349571153,10501.066472369239,True,True,True
1.45,0.5,45,0,EJETADA,7.923599634604793e-05,11797.120895620532,True,True,True
1.45,0.5,45,10,ESTAVEL,0.007577077027412844,8346.901573870506,True,True,False
1.45,0.5,45,20,ESTAVEL,0.00245849676561789,10940.52712283573,True,True,True
1.45,0.5,90,0,COLISAO,6.12222137641593e-05,9114.373255067148,True,True,True
1.45,0.5,90,10,ESTAVEL,0.001568317411617858,46323.17947406488,True,True,True
1.45,0.5,90,20,ESTAVEL,0.0024755451672691994,10423.000460020772,True,True,True
1.45,0.5,135,0,COLISAO,0.00036976758321663857,5240.4112172851255,True,True,True
1.45,0.5,135,10,ESTAVEL,0.001113638122774628,9916.433019778822,True,True,True
1.45,0.5,135,20,ESTAVEL,0.0012747518941053349,10994.458002924883,True,True,True
1.45,0.5,180,0,COLISAO,4.4290899873219984e-05,10211.49780886595,True,True,True
1.45,0.5,180,10,ESTAVEL,0.00611602174100327,9943.475898603769,True,True,False
1.45,0.5,180,20,ESTAVEL,0.006059677962595017,32905.9584040626,True,True,False
1.45,0.5,225,0,COLISAO,7.742454761040945e-05,18002.015364965428,True,True,True
1.45,0.5,225,10,ESTAVEL,0.0012793822201049624,28836.342758298608,True,True,True
1.45,0.5,225,20,ESTAVEL,0.005427477289848204,31589.39542611903,True,True,False
